mean,median,std,sum,count,q5,q10,q25,q75,q90,q95,feature,group,value,sub_group,sub_value
35.989,33.857,7.213,3239.0,90.0,27.929,28.486,30.536,39.571,47.279,50.854,mean_temp_rolling_mean,year,1941,season,winter
59.495,57.857,11.93,5414.071,91.0,43.929,47.571,49.929,67.214,77.357,79.393,mean_temp_rolling_mean,year,1942,season,fall
54.727,56.5,10.527,5034.929,92.0,37.639,41.786,46.875,62.429,65.721,68.104,mean_temp_rolling_mean,year,1942,season,spring
77.453,77.286,4.934,7125.714,92.0,67.854,71.6,75.143,81.018,84.486,84.946,mean_temp_rolling_mean,year,1942,season,summer
31.564,31.607,8.562,2840.786,90.0,13.6,21.457,28.089,37.107,42.164,44.25,mean_temp_rolling_mean,year,1942,season,winter
56.329,58.071,11.62,5125.929,91.0,38.107,39.143,46.464,63.786,69.714,78.107,mean_temp_rolling_mean,year,1943,season,fall
51.661,56.143,12.793,4752.786,92.0,26.8,30.107,42.911,60.821,63.757,66.114,mean_temp_rolling_mean,year,1943,season,spring
79.478,80.179,4.035,7312.0,92.0,72.325,73.25,76.786,82.589,84.057,85.35,mean_temp_rolling_mean,year,1943,season,summer
32.549,31.5,7.502,2929.429,90.0,21.311,22.407,26.786,39.054,42.1,44.971,mean_temp_rolling_mean,year,1943,season,winter
60.855,62.071,10.181,5537.786,91.0,40.179,41.214,55.643,67.5,72.857,74.393,mean_temp_rolling_mean,year,1944,season,fall
51.873,48.286,13.919,4772.286,92.0,35.754,37.236,41.036,59.143,76.071,77.775,mean_temp_rolling_mean,year,1944,season,spring
77.687,78.714,4.773,7147.214,92.0,67.65,69.757,75.786,81.089,82.779,84.382,mean_temp_rolling_mean,year,1944,season,summer
32.713,29.5,8.189,2976.857,91.0,22.857,24.357,26.893,40.25,45.643,48.357,mean_temp_rolling_mean,year,1944,season,winter
59.293,57.429,12.003,5395.643,91.0,39.071,45.643,52.929,66.786,80.429,83.25,mean_temp_rolling_mean,year,1945,season,fall
54.339,55.464,8.576,4999.214,92.0,35.896,37.75,52.411,58.518,63.336,67.779,mean_temp_rolling_mean,year,1945,season,spring
74.985,75.071,6.163,6898.643,92.0,62.757,67.157,71.768,79.911,82.421,84.343,mean_temp_rolling_mean,year,1945,season,summer
30.56,32.214,7.642,2750.357,90.0,15.1,19.214,25.929,35.554,38.671,40.554,mean_temp_rolling_mean,year,1945,season,winter
60.119,63.5,9.994,5470.857,91.0,44.75,46.143,48.821,67.821,71.429,73.75,mean_temp_rolling_mean,year,1946,season,fall
58.627,58.964,5.969,5393.643,92.0,48.821,51.2,53.643,63.518,66.543,67.2,mean_temp_rolling_mean,year,1946,season,spring
78.245,79.214,5.467,7198.571,92.0,66.171,68.136,75.982,82.75,84.05,84.564,mean_temp_rolling_mean,year,1946,season,summer
38.042,36.286,6.706,3423.786,90.0,29.679,30.771,33.054,42.536,46.6,51.068,mean_temp_rolling_mean,year,1946,season,winter
62.342,66.714,16.404,5673.143,91.0,36.036,36.714,49.536,73.321,84.857,85.536,mean_temp_rolling_mean,year,1947,season,fall
49.991,51.393,12.376,4599.143,92.0,24.711,33.164,42.446,60.179,64.321,65.929,mean_temp_rolling_mean,year,1947,season,spring
78.679,78.393,7.179,7238.5,92.0,67.736,69.714,73.929,84.054,88.414,89.018,mean_temp_rolling_mean,year,1947,season,summer
32.984,35.571,8.572,2968.571,90.0,16.336,21.029,27.286,39.25,42.143,42.857,mean_temp_rolling_mean,year,1947,season,winter
60.144,58.143,12.03,5473.071,91.0,40.179,45.357,52.107,71.714,78.0,79.893,mean_temp_rolling_mean,year,1948,season,fall
54.724,59.571,14.314,5034.571,92.0,24.325,29.671,50.107,65.196,68.75,70.318,mean_temp_rolling_mean,year,1948,season,spring
77.412,77.964,4.355,7121.929,92.0,69.396,71.229,75.25,79.839,82.707,84.589,mean_temp_rolling_mean,year,1948,season,summer
30.738,32.643,8.752,2797.143,91.0,17.536,19.357,23.179,38.286,40.929,42.393,mean_temp_rolling_mean,year,1948,season,winter
59.072,61.286,8.708,5375.571,91.0,44.25,45.643,51.143,65.5,69.786,71.321,mean_temp_rolling_mean,year,1949,season,fall
54.396,52.929,12.607,5004.429,92.0,33.679,36.364,44.482,65.911,69.314,71.018,mean_temp_rolling_mean,year,1949,season,spring
78.329,78.321,3.8,7206.286,92.0,73.007,73.793,74.643,81.464,83.414,84.104,mean_temp_rolling_mean,year,1949,season,summer
31.819,33.036,7.774,2863.714,90.0,17.268,20.707,28.661,36.268,39.45,45.189,mean_temp_rolling_mean,year,1949,season,winter
58.981,64.0,12.402,5367.286,91.0,32.607,39.5,49.429,68.071,70.5,72.143,mean_temp_rolling_mean,year,1950,season,fall
51.642,49.214,12.169,4751.071,92.0,32.471,34.321,43.107,64.536,68.7,69.429,mean_temp_rolling_mean,year,1950,season,spring
73.095,72.857,3.963,6724.786,92.0,65.157,68.857,70.804,75.518,78.514,80.096,mean_temp_rolling_mean,year,1950,season,summer
32.413,33.429,5.408,2917.214,90.0,22.646,23.714,28.911,35.929,39.15,40.218,mean_temp_rolling_mean,year,1950,season,winter
55.608,58.143,13.418,5060.286,91.0,35.0,36.429,43.643,66.036,70.214,72.5,mean_temp_rolling_mean,year,1951,season,fall
51.505,48.607,13.147,4738.5,92.0,29.579,32.45,42.536,64.571,69.5,70.207,mean_temp_rolling_mean,year,1951,season,spring
74.767,74.393,4.809,6878.571,92.0,66.771,69.243,71.411,79.929,81.136,81.929,mean_temp_rolling_mean,year,1951,season,summer
31.729,31.464,10.502,2855.571,90.0,15.704,18.657,24.268,38.536,46.179,50.375,mean_temp_rolling_mean,year,1951,season,winter
59.158,57.286,12.384,5383.357,91.0,38.607,44.786,51.107,71.643,75.714,77.964,mean_temp_rolling_mean,year,1952,season,fall
52.457,53.321,13.117,4826.0,92.0,30.221,36.736,41.125,62.446,68.657,72.736,mean_temp_rolling_mean,year,1952,season,spring
79.901,79.464,4.767,7350.857,92.0,73.125,74.593,76.911,83.714,85.907,87.1,mean_temp_rolling_mean,year,1952,season,summer
35.52,35.571,6.099,3232.357,91.0,26.464,27.5,30.536,40.25,43.214,45.321,mean_temp_rolling_mean,year,1952,season,winter
63.1,66.571,12.745,5742.071,91.0,40.714,43.071,52.714,74.036,76.714,77.857,mean_temp_rolling_mean,year,1953,season,fall
52.701,51.607,10.082,4848.5,92.0,36.186,41.129,47.054,57.946,65.993,73.979,mean_temp_rolling_mean,year,1953,season,spring
80.96,80.571,4.407,7448.357,92.0,74.054,75.386,77.554,84.661,86.85,88.382,mean_temp_rolling_mean,year,1953,season,summer
36.602,37.321,5.441,3294.214,90.0,28.032,29.129,31.429,40.839,43.114,45.029,mean_temp_rolling_mean,year,1953,season,winter
62.9,61.643,13.399,5723.929,91.0,41.321,44.357,53.107,73.536,79.5,84.036,mean_temp_rolling_mean,year,1954,season,fall
53.782,55.821,10.519,4947.929,92.0,36.925,40.264,44.179,63.589,66.514,67.454,mean_temp_rolling_mean,year,1954,season,spring
82.201,83.321,6.491,7562.5,92.0,67.361,73.843,79.196,86.893,88.843,89.771,mean_temp_rolling_mean,year,1954,season,summer
36.863,37.357,7.737,3317.714,90.0,22.439,25.221,33.571,42.411,46.736,47.489,mean_temp_rolling_mean,year,1954,season,winter
59.612,60.571,13.85,5424.714,91.0,36.429,41.429,45.929,72.643,76.5,78.893,mean_temp_rolling_mean,year,1955,season,fall
57.284,60.714,12.466,5270.143,92.0,34.239,38.414,46.429,67.714,70.286,70.889,mean_temp_rolling_mean,year,1955,season,spring
78.863,80.964,7.455,7255.357,92.0,64.054,67.8,74.625,84.357,86.879,89.107,mean_temp_rolling_mean,year,1955,season,summer
31.288,30.286,5.848,2815.929,90.0,23.389,24.886,26.5,35.125,39.986,43.086,mean_temp_rolling_mean,year,1955,season,winter
62.969,67.714,13.04,5730.143,91.0,37.286,39.643,52.0,72.464,77.571,79.679,mean_temp_rolling_mean,year,1956,season,fall
55.166,52.964,11.496,5075.286,92.0,36.054,39.45,48.571,62.143,72.85,73.5,mean_temp_rolling_mean,year,1956,season,spring
79.748,80.464,4.364,7336.857,92.0,70.4,73.729,78.036,82.179,85.629,86.104,mean_temp_rolling_mean,year,1956,season,summer
32.495,33.786,6.979,2957.071,91.0,20.036,22.429,27.857,38.0,40.643,42.357,mean_temp_rolling_mean,year,1956,season,winter
57.002,57.357,12.019,5187.143,91.0,40.393,42.357,45.607,65.75,69.643,77.75,mean_temp_rolling_mean,year,1957,season,fall
53.711,51.5,11.202,4941.429,92.0,39.657,40.293,43.161,64.946,66.786,67.421,mean_temp_rolling_mean,year,1957,season,spring
79.42,79.393,4.747,7306.643,92.0,71.714,73.5,76.286,82.857,85.707,86.818,mean_temp_rolling_mean,year,1957,season,summer
34.845,36.5,8.205,3136.071,90.0,18.175,20.979,29.946,41.0,43.957,45.539,mean_temp_rolling_mean,year,1957,season,winter
62.692,65.643,10.746,5705.0,91.0,46.607,49.786,54.179,69.357,76.786,78.536,mean_temp_rolling_mean,year,1958,season,fall
53.017,54.107,12.717,4877.571,92.0,35.007,35.25,40.482,62.196,71.036,72.604,mean_temp_rolling_mean,year,1958,season,spring
76.481,76.679,4.071,7036.214,92.0,69.618,71.293,74.179,79.321,82.121,83.214,mean_temp_rolling_mean,year,1958,season,summer
29.867,29.964,8.276,2688.0,90.0,16.414,17.607,24.179,36.464,40.293,41.204,mean_temp_rolling_mean,year,1958,season,winter
56.682,57.143,14.188,5158.071,91.0,33.107,37.714,45.179,67.75,77.214,79.107,mean_temp_rolling_mean,year,1959,season,fall
56.349,54.036,10.471,5184.143,92.0,40.611,43.657,46.982,65.321,70.5,73.046,mean_temp_rolling_mean,year,1959,season,spring
78.9,78.786,3.813,7258.786,92.0,71.957,74.357,76.429,81.786,84.271,85.129,mean_temp_rolling_mean,year,1959,season,summer
33.137,33.929,7.651,2982.357,90.0,19.1,22.829,27.607,39.571,42.443,43.314,mean_temp_rolling_mean,year,1959,season,winter
62.047,65.857,12.55,5646.286,91.0,44.071,46.071,51.714,70.357,79.571,84.214,mean_temp_rolling_mean,year,1960,season,fall
49.648,56.321,18.156,4567.571,92.0,16.661,19.9,30.714,63.232,69.493,71.218,mean_temp_rolling_mean,year,1960,season,spring
77.009,77.321,3.353,7084.786,92.0,71.45,72.536,74.125,79.393,80.85,82.35,mean_temp_rolling_mean,year,1960,season,summer
30.818,29.786,6.554,2804.429,91.0,19.821,22.857,26.571,36.571,38.714,41.5,mean_temp_rolling_mean,year,1960,season,winter
57.57,57.571,10.762,5238.857,91.0,39.964,43.643,48.357,63.786,73.643,75.679,mean_temp_rolling_mean,year,1961,season,fall
50.418,47.036,8.263,4638.5,92.0,39.354,41.221,43.75,57.929,62.35,63.661,mean_temp_rolling_mean,year,1961,season,spring
74.794,75.179,3.824,6881.071,92.0,68.571,69.079,72.268,77.518,79.45,81.239,mean_temp_rolling_mean,year,1961,season,summer
33.17,33.071,9.247,2985.286,90.0,18.604,20.586,25.339,40.232,44.643,47.143,mean_temp_rolling_mean,year,1961,season,winter
59.368,61.357,10.881,5402.5,91.0,43.857,45.214,48.964,68.25,73.857,76.071,mean_temp_rolling_mean,year,1962,season,fall
54.504,50.821,17.449,5014.357,92.0,20.518,33.214,43.857,71.446,76.321,79.143,mean_temp_rolling_mean,year,1962,season,spring
77.215,77.714,3.725,7103.786,92.0,71.157,71.664,74.125,79.643,81.85,82.882,mean_temp_rolling_mean,year,1962,season,summer
31.141,31.893,10.371,2802.714,90.0,15.121,17.579,22.893,38.554,44.871,47.354,mean_temp_rolling_mean,year,1962,season,winter
66.524,72.0,11.331,6053.643,91.0,47.25,48.143,55.429,74.964,77.571,78.357,mean_temp_rolling_mean,year,1963,season,fall
57.301,58.643,10.482,5271.714,92.0,39.904,41.364,51.589,63.446,71.257,74.143,mean_temp_rolling_mean,year,1963,season,spring
79.745,80.714,4.068,7336.571,92.0,72.1,73.521,76.839,83.018,84.286,84.882,mean_temp_rolling_mean,year,1963,season,summer
26.037,28.429,10.446,2343.357,90.0,10.389,11.35,13.964,34.571,38.871,41.475,mean_temp_rolling_mean,year,1963,season,winter
60.42,60.5,10.539,5498.214,91.0,37.464,42.286,56.0,67.393,75.143,76.929,mean_temp_rolling_mean,year,1964,season,fall
55.614,58.179,12.774,5116.5,92.0,35.768,37.964,45.232,65.214,72.536,77.764,mean_temp_rolling_mean,year,1964,season,spring
76.965,76.964,6.831,7080.786,92.0,63.332,67.629,73.196,81.911,86.407,87.525,mean_temp_rolling_mean,year,1964,season,summer
34.489,34.071,5.501,3138.5,91.0,26.179,26.857,30.821,38.0,42.071,44.071,mean_temp_rolling_mean,year,1964,season,winter
60.733,61.857,9.555,5526.714,91.0,45.643,47.214,53.571,68.393,73.786,76.036,mean_temp_rolling_mean,year,1965,season,fall
53.592,56.964,16.287,4930.429,92.0,29.079,31.286,36.429,69.339,72.614,74.518,mean_temp_rolling_mean,year,1965,season,spring
76.65,77.25,3.14,7051.786,92.0,71.204,72.793,74.429,78.821,80.271,81.129,mean_temp_rolling_mean,year,1965,season,summer
35.556,36.643,7.759,3200.071,90.0,21.421,27.179,30.375,39.946,44.507,48.514,mean_temp_rolling_mean,year,1965,season,winter
60.459,60.286,9.52,5501.786,91.0,45.714,47.357,53.286,66.679,72.0,77.714,mean_temp_rolling_mean,year,1966,season,fall
54.873,54.893,9.051,5048.286,92.0,39.321,42.929,47.857,60.554,68.207,69.586,mean_temp_rolling_mean,year,1966,season,spring
76.87,77.0,5.869,7072.071,92.0,68.8,69.586,70.911,81.661,84.286,86.739,mean_temp_rolling_mean,year,1966,season,summer
32.788,34.179,8.642,2950.929,90.0,15.779,21.364,27.143,39.571,44.3,45.293,mean_temp_rolling_mean,year,1966,season,winter
58.055,58.643,10.626,5283.0,91.0,41.179,43.5,47.643,68.5,71.5,71.929,mean_temp_rolling_mean,year,1967,season,fall
55.109,57.607,10.019,5070.0,92.0,37.236,39.979,47.357,62.143,64.657,69.9,mean_temp_rolling_mean,year,1967,season,spring
74.678,74.464,4.402,6870.357,92.0,66.418,70.507,71.911,76.482,81.479,81.921,mean_temp_rolling_mean,year,1967,season,summer
34.514,33.393,5.456,3106.286,90.0,27.407,28.071,30.161,38.625,42.9,44.261,mean_temp_rolling_mean,year,1967,season,winter
57.819,60.5,12.01,5261.571,91.0,37.857,39.5,46.536,68.393,70.286,71.0,mean_temp_rolling_mean,year,1968,season,fall
54.66,57.5,8.911,5028.714,92.0,36.904,42.136,47.696,62.018,64.279,65.311,mean_temp_rolling_mean,year,1968,season,spring
78.141,78.25,3.853,7189.0,92.0,71.854,73.814,75.411,81.304,82.629,82.85,mean_temp_rolling_mean,year,1968,season,summer
30.442,31.0,8.731,2770.214,91.0,15.0,16.214,26.429,36.821,41.929,43.607,mean_temp_rolling_mean,year,1968,season,winter
59.195,55.786,12.554,5386.714,91.0,42.536,44.286,47.429,71.75,75.143,77.643,mean_temp_rolling_mean,year,1969,season,fall
52.043,56.286,12.4,4787.929,92.0,29.729,35.314,42.179,60.679,65.571,69.075,mean_temp_rolling_mean,year,1969,season,spring
76.645,77.536,5.652,7051.357,92.0,65.925,68.186,72.321,80.482,82.686,84.693,mean_temp_rolling_mean,year,1969,season,summer
30.933,32.321,6.638,2784.0,90.0,19.325,21.371,25.964,35.518,38.343,40.864,mean_temp_rolling_mean,year,1969,season,winter
59.392,60.571,13.113,5404.714,91.0,39.714,42.5,47.643,68.571,78.714,81.857,mean_temp_rolling_mean,year,1970,season,fall
56.061,55.75,13.888,5157.571,92.0,35.643,38.571,42.696,70.25,73.979,75.107,mean_temp_rolling_mean,year,1970,season,spring
78.921,80.036,5.631,7260.714,92.0,67.089,72.464,75.411,82.571,85.986,87.604,mean_temp_rolling_mean,year,1970,season,summer
33.684,34.929,9.565,3031.571,90.0,16.104,19.129,28.25,40.482,44.779,48.521,mean_temp_rolling_mean,year,1970,season,winter
62.514,62.357,12.215,5688.786,91.0,40.536,43.643,56.929,71.286,79.286,80.5,mean_temp_rolling_mean,year,1971,season,fall
54.953,58.393,11.152,5055.643,92.0,34.682,36.793,46.714,64.107,67.336,67.889,mean_temp_rolling_mean,year,1971,season,spring
77.725,77.929,4.162,7150.714,92.0,69.879,71.371,76.0,80.464,82.429,83.507,mean_temp_rolling_mean,year,1971,season,summer
31.91,34.286,6.888,2871.857,90.0,20.9,22.35,25.607,37.125,39.143,40.211,mean_temp_rolling_mean,year,1971,season,winter
56.017,59.143,14.301,5097.571,91.0,33.607,36.429,46.0,68.679,75.643,77.536,mean_temp_rolling_mean,year,1972,season,fall
56.7,56.286,9.777,5216.429,92.0,42.054,42.943,50.464,62.018,72.207,74.032,mean_temp_rolling_mean,year,1972,season,spring
76.877,76.536,3.959,7072.714,92.0,71.214,71.929,73.75,79.589,82.471,84.214,mean_temp_rolling_mean,year,1972,season,summer
28.51,28.643,8.207,2594.429,91.0,14.25,18.071,22.786,35.536,38.143,39.393,mean_temp_rolling_mean,year,1972,season,winter
58.754,61.643,10.637,5346.643,91.0,41.036,44.429,48.75,66.179,70.214,74.179,mean_temp_rolling_mean,year,1973,season,fall
52.942,50.214,7.737,4870.643,92.0,42.236,42.886,46.839,59.179,63.057,65.196,mean_temp_rolling_mean,year,1973,season,spring
75.499,75.929,3.634,6945.929,92.0,67.579,71.793,74.411,77.679,79.257,80.421,mean_temp_rolling_mean,year,1973,season,summer
31.2,32.5,9.089,2808.0,90.0,11.607,18.086,27.661,36.893,41.129,43.793,mean_temp_rolling_mean,year,1973,season,winter
55.164,57.429,8.012,5019.929,91.0,41.286,42.429,48.607,60.857,63.929,65.464,mean_temp_rolling_mean,year,1974,season,fall
55.227,56.536,10.222,5080.929,92.0,36.275,40.979,50.536,62.018,68.014,70.118,mean_temp_rolling_mean,year,1974,season,spring
75.412,75.714,5.64,6937.929,92.0,67.754,68.15,69.946,79.982,83.486,84.525,mean_temp_rolling_mean,year,1974,season,summer
29.422,32.821,10.404,2648.0,90.0,5.921,7.829,28.607,35.5,39.75,40.571,mean_temp_rolling_mean,year,1974,season,winter
57.521,58.143,11.128,5234.429,91.0,31.679,45.071,54.536,61.643,71.714,76.679,mean_temp_rolling_mean,year,1975,season,fall
51.2,51.286,14.769,4710.357,92.0,30.025,32.65,36.857,64.554,68.971,71.493,mean_temp_rolling_mean,year,1975,season,spring
77.877,79.679,5.103,7164.643,92.0,67.771,70.221,75.143,81.607,83.036,83.5,mean_temp_rolling_mean,year,1975,season,summer
30.625,30.5,5.704,2756.214,90.0,21.114,23.607,26.786,33.482,39.579,41.214,mean_temp_rolling_mean,year,1975,season,winter
53.728,53.214,14.838,4889.214,91.0,31.607,35.357,41.393,67.679,73.143,76.5,mean_temp_rolling_mean,year,1976,season,fall
53.29,54.107,7.982,4902.643,92.0,38.079,40.307,49.304,59.464,62.85,63.929,mean_temp_rolling_mean,year,1976,season,spring
75.717,76.893,4.867,6965.929,92.0,67.761,68.343,71.893,79.304,81.407,83.582,mean_temp_rolling_mean,year,1976,season,summer
32.181,30.714,9.728,2928.429,91.0,19.107,21.286,25.286,35.571,49.0,49.714,mean_temp_rolling_mean,year,1976,season,winter
57.06,58.5,11.714,5192.5,91.0,34.357,43.857,49.393,66.536,72.071,74.179,mean_temp_rolling_mean,year,1977,season,fall
57.832,58.857,10.602,5320.571,92.0,37.711,43.829,49.661,66.982,70.614,72.0,mean_temp_rolling_mean,year,1977,season,spring
76.111,75.357,3.545,7002.214,92.0,71.071,71.793,73.554,78.232,81.8,82.711,mean_temp_rolling_mean,year,1977,season,summer
25.716,26.071,10.445,2314.429,90.0,10.264,11.707,16.304,33.589,41.707,43.793,mean_temp_rolling_mean,year,1977,season,winter
59.181,57.571,13.504,5385.429,91.0,35.214,37.929,52.179,66.857,78.643,80.643,mean_temp_rolling_mean,year,1978,season,fall
50.274,51.607,14.061,4625.214,92.0,20.425,28.029,43.071,60.786,65.064,70.682,mean_temp_rolling_mean,year,1978,season,spring
76.731,77.393,4.833,7059.286,92.0,67.007,70.086,74.071,80.018,82.993,83.675,mean_temp_rolling_mean,year,1978,season,summer
23.114,22.821,8.74,2080.286,90.0,11.907,12.707,14.857,28.518,36.257,38.071,mean_temp_rolling_mean,year,1978,season,winter
57.206,58.0,11.752,5205.786,91.0,37.25,40.0,48.643,66.107,72.286,75.214,mean_temp_rolling_mean,year,1979,season,fall
51.347,50.607,10.362,4723.929,92.0,36.196,37.221,43.107,61.161,65.036,66.121,mean_temp_rolling_mean,year,1979,season,spring
74.287,73.821,3.965,6834.429,92.0,67.579,69.143,71.321,77.857,79.2,79.85,mean_temp_rolling_mean,year,1979,season,summer
22.307,21.964,11.523,2007.643,90.0,5.964,7.207,11.143,33.268,37.286,40.132,mean_temp_rolling_mean,year,1979,season,winter
57.361,58.571,13.265,5219.857,91.0,35.321,37.143,47.786,66.893,77.143,78.357,mean_temp_rolling_mean,year,1980,season,fall
51.02,50.786,12.532,4693.857,92.0,26.257,32.55,43.875,60.875,64.386,68.393,mean_temp_rolling_mean,year,1980,season,spring
80.009,79.643,5.51,7360.786,92.0,71.886,73.114,76.232,83.304,89.343,89.993,mean_temp_rolling_mean,year,1980,season,summer
28.979,30.357,8.293,2637.071,91.0,15.214,17.571,21.964,36.25,39.0,39.964,mean_temp_rolling_mean,year,1980,season,winter
57.585,58.214,10.329,5240.214,91.0,41.0,43.429,47.964,67.286,71.214,71.714,mean_temp_rolling_mean,year,1981,season,fall
54.952,57.25,9.052,5055.571,92.0,37.575,41.821,47.018,61.75,65.186,66.7,mean_temp_rolling_mean,year,1981,season,spring
74.81,74.821,4.082,6882.5,92.0,68.729,69.643,71.571,77.071,80.229,83.0,mean_temp_rolling_mean,year,1981,season,summer
30.762,29.643,10.212,2768.571,90.0,15.429,16.7,24.071,37.929,44.979,49.625,mean_temp_rolling_mean,year,1981,season,winter
56.128,55.071,12.303,5107.643,91.0,35.679,40.286,46.893,66.714,73.714,74.321,mean_temp_rolling_mean,year,1982,season,fall
52.082,52.179,11.497,4791.571,92.0,32.6,36.55,43.554,63.036,66.643,67.421,mean_temp_rolling_mean,year,1982,season,spring
74.162,75.179,6.106,6822.929,92.0,63.757,66.379,69.411,79.054,81.636,83.05,mean_temp_rolling_mean,year,1982,season,summer
27.411,27.893,12.324,2467.0,90.0,6.771,9.3,19.125,39.018,43.85,45.014,mean_temp_rolling_mean,year,1982,season,winter
59.114,56.357,12.428,5379.357,91.0,40.179,43.071,50.857,68.893,78.571,79.643,mean_temp_rolling_mean,year,1983,season,fall
49.095,46.964,9.247,4516.714,92.0,35.054,37.714,42.125,58.375,59.929,61.129,mean_temp_rolling_mean,year,1983,season,spring
77.998,80.0,7.576,7175.786,92.0,61.054,64.486,75.018,83.929,85.214,85.732,mean_temp_rolling_mean,year,1983,season,summer
26.149,28.036,13.054,2353.429,90.0,-2.243,3.043,23.839,32.5,41.971,45.779,mean_temp_rolling_mean,year,1983,season,winter
57.057,54.357,12.061,5192.214,91.0,40.25,43.357,48.107,65.321,74.286,77.5,mean_temp_rolling_mean,year,1984,season,fall
48.06,49.143,11.24,4421.5,92.0,30.611,34.65,37.214,56.304,64.336,66.654,mean_temp_rolling_mean,year,1984,season,spring
75.673,76.607,4.199,6961.929,92.0,69.404,72.286,73.661,78.214,80.071,80.786,mean_temp_rolling_mean,year,1984,season,summer
32.295,34.143,9.646,2938.857,91.0,12.357,15.214,29.107,39.214,41.714,43.429,mean_temp_rolling_mean,year,1984,season,winter
55.225,54.643,14.364,5025.5,91.0,26.464,36.929,47.25,63.786,76.286,79.75,mean_temp_rolling_mean,year,1985,season,fall
56.012,54.107,9.822,5153.071,92.0,42.689,44.521,46.679,64.839,68.493,69.311,mean_temp_rolling_mean,year,1985,season,spring
72.387,72.714,4.265,6659.643,92.0,65.936,67.0,68.821,75.304,77.907,79.336,mean_temp_rolling_mean,year,1985,season,summer
21.825,20.357,7.591,1964.286,90.0,11.018,14.75,17.375,25.018,33.136,39.4,mean_temp_rolling_mean,year,1985,season,winter
56.372,57.571,14.505,5129.857,91.0,31.071,37.643,45.714,68.143,74.286,77.107,mean_temp_rolling_mean,year,1986,season,fall
55.613,59.714,10.145,5116.357,92.0,38.546,40.15,47.214,63.875,66.914,69.096,mean_temp_rolling_mean,year,1986,season,spring
76.091,76.679,3.641,7000.357,92.0,69.614,71.229,73.393,79.036,80.207,80.629,mean_temp_rolling_mean,year,1986,season,summer
33.281,33.857,5.952,2995.286,90.0,20.086,26.107,31.0,37.536,39.686,40.618,mean_temp_rolling_mean,year,1986,season,winter
56.515,55.643,10.081,5142.857,91.0,42.179,43.571,47.536,67.143,68.571,71.571,mean_temp_rolling_mean,year,1987,season,fall
57.127,53.714,11.486,5255.643,92.0,39.157,42.207,48.036,68.464,72.236,72.707,mean_temp_rolling_mean,year,1987,season,spring
77.661,78.143,4.768,7144.857,92.0,70.371,71.286,74.393,80.411,84.029,85.725,mean_temp_rolling_mean,year,1987,season,summer
34.431,34.607,6.383,3098.786,90.0,21.068,25.336,31.589,39.607,42.243,43.071,mean_temp_rolling_mean,year,1987,season,winter
56.594,53.5,11.773,5150.071,91.0,40.964,41.571,47.357,68.5,71.571,74.714,mean_temp_rolling_mean,year,1988,season,fall
54.54,54.929,11.427,5017.643,92.0,35.039,38.621,48.429,65.036,69.771,70.564,mean_temp_rolling_mean,year,1988,season,spring
79.804,81.25,5.039,7341.929,92.0,71.507,72.5,74.732,83.857,85.986,86.35,mean_temp_rolling_mean,year,1988,season,summer
29.648,32.071,8.462,2697.929,91.0,14.857,16.286,23.393,36.464,39.286,40.214,mean_temp_rolling_mean,year,1988,season,winter
55.932,57.071,10.661,5089.786,91.0,37.857,40.214,48.036,62.607,69.929,73.429,mean_temp_rolling_mean,year,1989,season,fall
53.222,54.393,12.389,4896.429,92.0,31.075,35.086,44.268,63.554,68.207,70.139,mean_temp_rolling_mean,year,1989,season,spring
74.664,74.964,4.467,6869.071,92.0,67.132,68.664,71.625,77.661,80.35,82.118,mean_temp_rolling_mean,year,1989,season,summer
27.35,30.393,11.516,2461.5,90.0,5.907,6.836,20.857,35.339,40.029,41.429,mean_temp_rolling_mean,year,1989,season,winter
61.036,57.786,11.603,5554.286,91.0,45.679,49.786,52.714,66.607,81.5,84.214,mean_temp_rolling_mean,year,1990,season,fall
51.891,51.643,9.57,4773.929,92.0,36.614,38.107,45.054,59.268,64.407,66.7,mean_temp_rolling_mean,year,1990,season,spring
75.979,75.893,5.133,6990.071,92.0,66.275,70.293,73.179,78.536,84.407,84.889,mean_temp_rolling_mean,year,1990,season,summer
35.373,36.964,7.559,3183.571,90.0,17.132,23.371,34.286,39.5,42.979,43.8,mean_temp_rolling_mean,year,1990,season,winter
55.663,57.357,16.006,5065.357,91.0,26.821,33.143,45.929,64.393,77.071,80.0,mean_temp_rolling_mean,year,1991,season,fall
55.856,56.179,10.186,5138.786,92.0,38.879,41.757,49.732,62.0,69.993,71.811,mean_temp_rolling_mean,year,1991,season,spring
77.999,77.071,3.785,7175.929,92.0,71.989,73.643,75.286,81.161,82.907,83.818,mean_temp_rolling_mean,year,1991,season,summer
31.994,34.107,8.496,2879.429,90.0,17.461,18.35,26.732,38.393,41.836,42.786,mean_temp_rolling_mean,year,1991,season,winter
55.112,57.071,11.838,5015.214,91.0,35.893,39.357,43.75,65.464,70.429,71.5,mean_temp_rolling_mean,year,1992,season,fall
53.767,54.643,8.812,4946.571,92.0,41.682,42.671,45.161,60.357,66.479,67.143,mean_temp_rolling_mean,year,1992,season,spring
71.273,71.75,3.925,6557.143,92.0,65.036,67.014,69.196,74.107,75.493,76.129,mean_temp_rolling_mean,year,1992,season,summer
35.935,36.143,4.278,3270.071,91.0,30.036,31.071,31.857,38.5,42.429,43.25,mean_temp_rolling_mean,year,1992,season,winter
