mean,median,std,sum,count,q5,q10,q25,q75,q90,q95,feature,group,value,sub_group,sub_value
0.105,0.0,0.31,38.33,365.0,0.0,0.0,0.0,0.02,0.356,0.608,precip,year,1889,,
0.087,0.0,0.25,31.82,365.0,0.0,0.0,0.0,0.01,0.282,0.594,precip,year,1890,,
0.102,0.0,0.29,37.05,365.0,0.0,0.0,0.0,0.04,0.34,0.548,precip,year,1891,,
0.119,0.0,0.306,43.47,366.0,0.0,0.0,0.0,0.03,0.445,0.91,precip,year,1892,,
0.089,0.0,0.242,32.63,365.0,0.0,0.0,0.0,0.01,0.296,0.604,precip,year,1893,,
0.098,0.0,0.35,35.9,365.0,0.0,0.0,0.0,0.01,0.22,0.572,precip,year,1894,,
0.114,0.0,0.384,41.78,365.0,0.0,0.0,0.0,0.02,0.35,0.58,precip,year,1895,,
0.094,0.0,0.324,34.28,366.0,0.0,0.0,0.0,0.01,0.265,0.525,precip,year,1896,,
0.084,0.0,0.261,30.76,365.0,0.0,0.0,0.0,0.02,0.252,0.516,precip,year,1897,,
0.139,0.0,0.346,50.65,365.0,0.0,0.0,0.0,0.06,0.496,0.73,precip,year,1898,,
0.091,0.0,0.263,33.15,365.0,0.0,0.0,0.0,0.01,0.27,0.6,precip,year,1899,,
0.099,0.0,0.307,36.25,365.0,0.0,0.0,0.0,0.01,0.286,0.638,precip,year,1900,,
0.069,0.0,0.25,25.25,365.0,0.0,0.0,0.0,0.01,0.136,0.4,precip,year,1901,,
0.112,0.0,0.353,41.03,365.0,0.0,0.0,0.0,0.03,0.34,0.652,precip,year,1902,,
0.109,0.0,0.364,39.85,365.0,0.0,0.0,0.0,0.02,0.296,0.68,precip,year,1903,,
0.132,0.0,0.397,48.18,366.0,0.0,0.0,0.0,0.02,0.395,0.802,precip,year,1904,,
0.117,0.0,0.371,42.84,365.0,0.0,0.0,0.0,0.02,0.286,0.65,precip,year,1905,,
0.091,0.0,0.378,33.27,365.0,0.0,0.0,0.0,0.02,0.246,0.498,precip,year,1906,,
0.104,0.0,0.295,38.05,365.0,0.0,0.0,0.0,0.02,0.382,0.618,precip,year,1907,,
0.109,0.0,0.357,39.93,366.0,0.0,0.0,0.0,0.01,0.41,0.678,precip,year,1908,,
0.112,0.0,0.305,40.85,365.0,0.0,0.0,0.0,0.03,0.342,0.768,precip,year,1909,,
0.103,0.0,0.357,37.74,365.0,0.0,0.0,0.0,0.01,0.276,0.514,precip,year,1910,,
0.088,0.0,0.286,32.2,365.0,0.0,0.0,0.0,0.01,0.246,0.518,precip,year,1911,,
0.088,0.0,0.28,32.3,366.0,0.0,0.0,0.0,0.01,0.205,0.61,precip,year,1912,,
0.097,0.0,0.283,35.42,365.0,0.0,0.0,0.0,0.01,0.306,0.608,precip,year,1913,,
0.12,0.0,0.472,43.62,365.0,0.0,0.0,0.0,0.02,0.268,0.566,precip,year,1914,,
0.131,0.0,0.348,47.65,365.0,0.0,0.0,0.0,0.05,0.418,0.774,precip,year,1915,,
0.116,0.0,0.37,42.5,366.0,0.0,0.0,0.0,0.01,0.315,0.628,precip,year,1916,,
0.081,0.0,0.274,29.66,365.0,0.0,0.0,0.0,0.01,0.18,0.534,precip,year,1917,,
0.095,0.0,0.314,34.69,365.0,0.0,0.0,0.0,0.01,0.266,0.56,precip,year,1918,,
0.087,0.0,0.298,31.69,365.0,0.0,0.0,0.0,0.01,0.252,0.53,precip,year,1919,,
0.114,0.0,0.359,41.62,366.0,0.0,0.0,0.0,0.01,0.35,0.638,precip,year,1920,,
0.113,0.0,0.38,41.24,365.0,0.0,0.0,0.0,0.01,0.3,0.6,precip,year,1921,,
0.087,0.0,0.279,31.82,365.0,0.0,0.0,0.0,0.01,0.236,0.538,precip,year,1922,,
0.103,0.0,0.306,37.74,365.0,0.0,0.0,0.0,0.03,0.326,0.636,precip,year,1923,,
0.093,0.0,0.237,34.03,366.0,0.0,0.0,0.0,0.03,0.305,0.6,precip,year,1924,,
0.105,0.0,0.292,38.18,365.0,0.0,0.0,0.0,0.02,0.34,0.672,precip,year,1925,,
0.097,0.0,0.321,35.38,365.0,0.0,0.0,0.0,0.02,0.3,0.546,precip,year,1926,,
0.122,0.0,0.353,44.41,365.0,0.0,0.0,0.0,0.02,0.36,0.756,precip,year,1927,,
0.113,0.0,0.423,41.42,366.0,0.0,0.0,0.0,0.02,0.325,0.588,precip,year,1928,,
0.119,0.01,0.371,43.32,365.0,0.0,0.0,0.0,0.03,0.352,0.75,precip,year,1929,,
0.08,0.0,0.236,29.08,365.0,0.0,0.0,0.0,0.01,0.196,0.51,precip,year,1930,,
0.114,0.0,0.324,41.66,365.0,0.0,0.0,0.0,0.04,0.39,0.676,precip,year,1931,,
0.075,0.0,0.214,27.53,366.0,0.0,0.0,0.0,0.01,0.23,0.508,precip,year,1932,,
0.076,0.0,0.226,27.69,365.0,0.0,0.0,0.0,0.01,0.2,0.6,precip,year,1933,,
0.076,0.0,0.224,27.67,365.0,0.0,0.0,0.0,0.01,0.21,0.46,precip,year,1934,,
0.095,0.0,0.256,34.51,365.0,0.0,0.0,0.0,0.02,0.318,0.596,precip,year,1935,,
0.06,0.0,0.202,22.07,366.0,0.0,0.0,0.0,0.01,0.14,0.378,precip,year,1936,,
0.07,0.0,0.219,25.6,365.0,0.0,0.0,0.0,0.01,0.146,0.546,precip,year,1937,,
0.103,0.0,0.321,37.5,365.0,0.0,0.0,0.0,0.01,0.276,0.716,precip,year,1938,,
0.096,0.0,0.38,35.14,365.0,0.0,0.0,0.0,0.01,0.196,0.498,precip,year,1939,,
0.091,0.0,0.246,33.3,366.0,0.0,0.0,0.0,0.01,0.355,0.625,precip,year,1940,,
0.13,0.01,0.366,47.38,365.0,0.0,0.0,0.0,0.04,0.41,0.744,precip,year,1941,,
0.114,0.0,0.311,41.72,365.0,0.0,0.0,0.0,0.03,0.36,0.698,precip,year,1942,,
0.077,0.0,0.218,28.02,365.0,0.0,0.0,0.0,0.01,0.216,0.478,precip,year,1943,,
0.138,0.0,0.408,50.38,366.0,0.0,0.0,0.0,0.02,0.38,0.86,precip,year,1944,,
0.098,0.0,0.257,35.9,365.0,0.0,0.0,0.0,0.03,0.326,0.686,precip,year,1945,,
0.088,0.0,0.27,32.15,365.0,0.0,0.0,0.0,0.01,0.206,0.628,precip,year,1946,,
0.129,0.0,0.382,46.97,365.0,0.0,0.0,0.0,0.02,0.404,0.73,precip,year,1947,,
0.086,0.0,0.249,31.53,366.0,0.0,0.0,0.0,0.01,0.23,0.633,precip,year,1948,,
0.116,0.0,0.295,42.46,365.0,0.0,0.0,0.0,0.03,0.466,0.716,precip,year,1949,,
0.084,0.0,0.274,30.68,365.0,0.0,0.0,0.0,0.01,0.206,0.504,precip,year,1950,,
0.128,0.01,0.283,46.77,365.0,0.0,0.0,0.0,0.1,0.478,0.714,precip,year,1951,,
0.096,0.0,0.324,35.09,366.0,0.0,0.0,0.0,0.01,0.265,0.622,precip,year,1952,,
0.059,0.0,0.181,21.51,365.0,0.0,0.0,0.0,0.01,0.18,0.42,precip,year,1953,,
0.077,0.0,0.246,28.11,365.0,0.0,0.0,0.0,0.01,0.17,0.5,precip,year,1954,,
0.086,0.0,0.274,31.23,365.0,0.0,0.0,0.0,0.01,0.17,0.556,precip,year,1955,,
0.073,0.0,0.212,26.64,366.0,0.0,0.0,0.0,0.01,0.195,0.488,precip,year,1956,,
0.102,0.0,0.325,37.39,365.0,0.0,0.0,0.0,0.03,0.272,0.658,precip,year,1957,,
0.111,0.0,0.345,40.44,365.0,0.0,0.0,0.0,0.01,0.34,0.632,precip,year,1958,,
0.107,0.0,0.318,39.14,365.0,0.0,0.0,0.0,0.01,0.284,0.83,precip,year,1959,,
0.091,0.0,0.241,33.19,366.0,0.0,0.0,0.0,0.02,0.33,0.607,precip,year,1960,,
0.166,0.0,0.466,60.72,365.0,0.0,0.0,0.0,0.04,0.546,1.02,precip,year,1961,,
0.103,0.0,0.307,37.68,365.0,0.0,0.0,0.0,0.01,0.306,0.6,precip,year,1962,,
0.069,0.0,0.272,25.23,365.0,0.0,0.0,0.0,0.01,0.106,0.366,precip,year,1963,,
0.107,0.0,0.325,39.31,366.0,0.0,0.0,0.0,0.02,0.31,0.64,precip,year,1964,,
0.132,0.0,0.361,48.25,365.0,0.0,0.0,0.0,0.05,0.38,0.918,precip,year,1965,,
0.076,0.0,0.26,27.77,365.0,0.0,0.0,0.0,0.01,0.186,0.506,precip,year,1966,,
0.135,0.0,0.4,49.31,365.0,0.0,0.0,0.0,0.01,0.416,0.918,precip,year,1967,,
0.089,0.0,0.278,32.56,366.0,0.0,0.0,0.0,0.01,0.215,0.582,precip,year,1968,,
0.145,0.0,0.525,52.95,365.0,0.0,0.0,0.0,0.03,0.366,0.876,precip,year,1969,,
0.1,0.0,0.334,36.62,365.0,0.0,0.0,0.0,0.01,0.27,0.728,precip,year,1970,,
0.074,0.0,0.239,27.12,365.0,0.0,0.0,0.0,0.01,0.23,0.458,precip,year,1971,,
0.077,0.0,0.211,28.28,366.0,0.0,0.0,0.0,0.02,0.245,0.575,precip,year,1972,,
0.153,0.0,0.437,55.76,365.0,0.0,0.0,0.0,0.04,0.466,1.0,precip,year,1973,,
0.1,0.0,0.359,36.57,365.0,0.0,0.0,0.0,0.01,0.262,0.568,precip,year,1974,,
0.095,0.0,0.379,34.53,365.0,0.0,0.0,0.0,0.01,0.224,0.472,precip,year,1975,,
0.066,0.0,0.236,24.14,366.0,0.0,0.0,0.0,0.01,0.135,0.382,precip,year,1976,,
0.137,0.0,0.562,50.04,365.0,0.0,0.0,0.0,0.04,0.334,0.654,precip,year,1977,,
0.094,0.0,0.276,34.47,365.0,0.0,0.0,0.0,0.02,0.35,0.588,precip,year,1978,,
0.088,0.0,0.255,32.27,365.0,0.0,0.0,0.0,0.01,0.236,0.556,precip,year,1979,,
0.088,0.0,0.277,32.11,366.0,0.0,0.0,0.0,0.01,0.235,0.62,precip,year,1980,,
0.116,0.0,0.345,42.42,365.0,0.0,0.0,0.0,0.01,0.35,0.67,precip,year,1981,,
0.13,0.0,0.403,47.57,365.0,0.0,0.0,0.0,0.03,0.316,0.816,precip,year,1982,,
0.091,0.0,0.255,33.35,365.0,0.0,0.0,0.0,0.03,0.276,0.612,precip,year,1983,,
0.107,0.0,0.311,39.27,366.0,0.0,0.0,0.0,0.03,0.38,0.675,precip,year,1984,,
0.146,0.0,0.421,53.11,365.0,0.0,0.0,0.0,0.05,0.396,0.834,precip,year,1985,,
0.109,0.0,0.368,39.79,365.0,0.0,0.0,0.0,0.03,0.376,0.614,precip,year,1986,,
0.094,0.0,0.262,34.26,365.0,0.0,0.0,0.0,0.02,0.276,0.572,precip,year,1987,,
0.067,0.0,0.317,24.58,366.0,0.0,0.0,0.0,0.01,0.11,0.328,precip,year,1988,,
0.104,0.0,0.404,38.03,365.0,0.0,0.0,0.0,0.01,0.23,0.548,precip,year,1989,,
0.112,0.0,0.329,40.87,365.0,0.0,0.0,0.0,0.03,0.4,0.598,precip,year,1990,,
0.08,0.0,0.218,29.06,365.0,0.0,0.0,0.0,0.02,0.272,0.438,precip,year,1991,,
0.14,0.0,0.402,51.06,366.0,0.0,0.0,0.0,0.04,0.425,0.795,precip,year,1992,,
0.142,0.0,0.342,51.88,365.0,0.0,0.0,0.0,0.09,0.462,0.826,precip,year,1993,,
0.079,0.0,0.255,28.75,365.0,0.0,0.0,0.0,0.01,0.21,0.378,precip,year,1994,,
0.096,0.0,0.33,35.06,365.0,0.0,0.0,0.0,0.01,0.256,0.504,precip,year,1995,,
0.112,0.0,0.351,40.94,366.0,0.0,0.0,0.0,0.01,0.31,0.688,precip,year,1996,,
0.092,0.0,0.239,33.67,365.0,0.0,0.0,0.0,0.02,0.32,0.614,precip,year,1997,,
0.137,0.0,0.358,50.12,365.0,0.0,0.0,0.0,0.03,0.582,0.888,precip,year,1998,,
0.111,0.0,0.332,40.47,365.0,0.0,0.0,0.0,0.02,0.294,0.678,precip,year,1999,,
0.097,0.0,0.294,35.36,366.0,0.0,0.0,0.0,0.01,0.235,0.7,precip,year,2000,,
0.147,0.0,0.469,53.83,365.0,0.0,0.0,0.0,0.02,0.496,0.846,precip,year,2001,,
0.069,0.0,0.207,25.05,365.0,0.0,0.0,0.0,0.01,0.206,0.448,precip,year,2002,,
0.078,0.0,0.278,28.32,365.0,0.0,0.0,0.0,0.01,0.2,0.406,precip,year,2003,,
0.104,0.0,0.288,37.99,366.0,0.0,0.0,0.0,0.02,0.28,0.718,precip,year,2004,,
0.122,0.0,0.394,44.55,365.0,0.0,0.0,0.0,0.01,0.308,0.654,precip,year,2005,,
0.086,0.0,0.276,31.24,365.0,0.0,0.0,0.0,0.01,0.282,0.6,precip,year,2006,,
0.092,0.0,0.275,33.42,365.0,0.0,0.0,0.0,0.01,0.236,0.636,precip,year,2007,,
0.123,0.0,0.367,45.07,366.0,0.0,0.0,0.0,0.03,0.41,0.865,precip,year,2008,,
0.124,0.0,0.341,45.39,365.0,0.0,0.0,0.0,0.03,0.446,0.706,precip,year,2009,,
0.116,0.0,0.334,42.46,365.0,0.0,0.0,0.0,0.02,0.342,0.758,precip,year,2010,,
0.102,0.0,0.296,37.39,365.0,0.0,0.0,0.0,0.01,0.274,0.742,precip,year,2011,,
0.062,0.0,0.198,22.68,366.0,0.0,0.0,0.0,0.01,0.17,0.378,precip,year,2012,,
0.096,0.0,0.278,34.98,365.0,0.0,0.0,0.0,0.01,0.324,0.616,precip,year,2013,,
0.111,0.0,0.377,40.59,365.0,0.0,0.0,0.0,0.01,0.306,0.62,precip,year,2014,,
0.129,0.0,0.375,46.97,365.0,0.0,0.0,0.0,0.05,0.35,0.76,precip,year,2015,,
0.134,0.0,0.443,49.0,366.0,0.0,0.0,0.0,0.01,0.36,0.758,precip,year,2016,,
0.127,0.0,0.444,46.4,365.0,0.0,0.0,0.0,0.01,0.306,0.734,precip,year,2017,,
0.113,0.0,0.402,41.29,365.0,0.0,0.0,0.0,0.02,0.276,0.616,precip,year,2018,,
0.147,0.0,0.387,53.64,365.0,0.0,0.0,0.0,0.04,0.496,0.87,precip,year,2019,,
0.094,0.0,0.311,34.44,366.0,0.0,0.0,0.0,0.01,0.285,0.51,precip,year,2020,,
0.114,0.0,0.307,41.5,365.0,0.0,0.0,0.0,0.02,0.352,0.882,precip,year,2021,,
0.096,0.0,0.309,35.06,365.0,0.0,0.0,0.0,0.01,0.268,0.644,precip,year,2022,,
0.103,0.0,0.292,37.66,365.0,0.0,0.0,0.0,0.02,0.34,0.608,precip,year,2023,,
0.096,0.0,0.265,35.02,366.0,0.0,0.0,0.0,0.01,0.28,0.56,precip,year,2024,,
0.051,0.0,0.164,4.57,90.0,0.0,0.0,0.0,0.0,0.132,0.257,precip,year,1889,quarter,1
0.164,0.0,0.431,14.89,91.0,0.0,0.0,0.0,0.115,0.41,0.715,precip,year,1889,quarter,2
0.161,0.0,0.359,14.78,92.0,0.0,0.0,0.0,0.103,0.519,0.984,precip,year,1889,quarter,3
0.044,0.0,0.182,4.09,92.0,0.0,0.0,0.0,0.0,0.049,0.28,precip,year,1889,quarter,4
0.035,0.0,0.106,3.17,90.0,0.0,0.0,0.0,0.01,0.12,0.157,precip,year,1890,quarter,1
0.086,0.0,0.231,7.86,91.0,0.0,0.0,0.0,0.03,0.26,0.545,precip,year,1890,quarter,2
0.135,0.0,0.296,12.41,92.0,0.0,0.0,0.0,0.062,0.565,0.783,precip,year,1890,quarter,3
0.091,0.0,0.305,8.38,92.0,0.0,0.0,0.0,0.0,0.2,0.618,precip,year,1890,quarter,4
0.09,0.0,0.255,8.1,90.0,0.0,0.0,0.0,0.048,0.241,0.452,precip,year,1891,quarter,1
0.183,0.0,0.389,16.66,91.0,0.0,0.0,0.0,0.165,0.55,0.935,precip,year,1891,quarter,2
0.097,0.0,0.319,8.95,92.0,0.0,0.0,0.0,0.01,0.177,0.617,precip,year,1891,quarter,3
0.036,0.0,0.094,3.34,92.0,0.0,0.0,0.0,0.0,0.156,0.225,precip,year,1891,quarter,4
0.121,0.0,0.295,10.98,91.0,0.0,0.0,0.0,0.08,0.35,0.725,precip,year,1892,quarter,1
0.168,0.0,0.345,15.33,91.0,0.0,0.0,0.0,0.135,0.52,0.95,precip,year,1892,quarter,2
0.113,0.0,0.325,10.36,92.0,0.0,0.0,0.0,0.0,0.339,0.85,precip,year,1892,quarter,3
0.074,0.0,0.25,6.8,92.0,0.0,0.0,0.0,0.0,0.078,0.63,precip,year,1892,quarter,4
0.054,0.0,0.154,4.9,90.0,0.0,0.0,0.0,0.01,0.078,0.462,precip,year,1893,quarter,1
0.178,0.01,0.355,16.16,91.0,0.0,0.0,0.0,0.17,0.65,1.03,precip,year,1893,quarter,2
0.104,0.0,0.258,9.57,92.0,0.0,0.0,0.0,0.042,0.336,0.637,precip,year,1893,quarter,3
0.022,0.0,0.084,2.0,92.0,0.0,0.0,0.0,0.01,0.01,0.101,precip,year,1893,quarter,4
0.076,0.0,0.254,6.87,90.0,0.0,0.0,0.0,0.01,0.091,0.658,precip,year,1894,quarter,1
0.141,0.0,0.387,12.84,91.0,0.0,0.0,0.0,0.075,0.35,0.835,precip,year,1894,quarter,2
0.128,0.0,0.503,11.8,92.0,0.0,0.0,0.0,0.01,0.187,0.444,precip,year,1894,quarter,3
0.048,0.0,0.145,4.39,92.0,0.0,0.0,0.0,0.01,0.088,0.332,precip,year,1894,quarter,4
0.023,0.01,0.064,2.08,90.0,0.0,0.0,0.0,0.01,0.031,0.147,precip,year,1895,quarter,1
0.142,0.0,0.359,12.91,91.0,0.0,0.0,0.0,0.1,0.47,0.72,precip,year,1895,quarter,2
0.199,0.0,0.58,18.35,92.0,0.0,0.0,0.0,0.095,0.577,1.039,precip,year,1895,quarter,3
0.092,0.0,0.325,8.44,92.0,0.0,0.0,0.0,0.01,0.199,0.475,precip,year,1895,quarter,4
0.032,0.0,0.091,2.89,91.0,0.0,0.0,0.0,0.01,0.07,0.195,precip,year,1896,quarter,1
0.123,0.01,0.303,11.22,91.0,0.0,0.0,0.0,0.085,0.39,0.67,precip,year,1896,quarter,2
0.162,0.0,0.512,14.95,92.0,0.0,0.0,0.0,0.032,0.51,0.688,precip,year,1896,quarter,3
0.057,0.0,0.222,5.22,92.0,0.0,0.0,0.0,0.01,0.059,0.312,precip,year,1896,quarter,4
0.076,0.01,0.173,6.84,90.0,0.0,0.0,0.0,0.04,0.271,0.477,precip,year,1897,quarter,1
0.122,0.01,0.366,11.08,91.0,0.0,0.0,0.0,0.065,0.26,0.51,precip,year,1897,quarter,2
0.102,0.0,0.304,9.34,92.0,0.0,0.0,0.0,0.01,0.294,0.634,precip,year,1897,quarter,3
0.038,0.0,0.124,3.5,92.0,0.0,0.0,0.0,0.01,0.06,0.243,precip,year,1897,quarter,4
0.11,0.0,0.254,9.89,90.0,0.0,0.0,0.0,0.02,0.444,0.707,precip,year,1898,quarter,1
0.194,0.01,0.381,17.61,91.0,0.0,0.0,0.0,0.23,0.7,0.995,precip,year,1898,quarter,2
0.158,0.0,0.426,14.5,92.0,0.0,0.0,0.0,0.01,0.553,0.709,precip,year,1898,quarter,3
0.094,0.0,0.29,8.65,92.0,0.0,0.0,0.0,0.01,0.214,0.599,precip,year,1898,quarter,4
0.055,0.0,0.206,4.93,90.0,0.0,0.0,0.0,0.01,0.102,0.182,precip,year,1899,quarter,1
0.13,0.01,0.325,11.8,91.0,0.0,0.0,0.0,0.065,0.41,0.86,precip,year,1899,quarter,2
0.136,0.0,0.329,12.54,92.0,0.0,0.0,0.0,0.01,0.589,0.994,precip,year,1899,quarter,3
0.042,0.0,0.122,3.88,92.0,0.0,0.0,0.0,0.01,0.105,0.321,precip,year,1899,quarter,4
0.056,0.0,0.183,5.02,90.0,0.0,0.0,0.0,0.01,0.141,0.321,precip,year,1900,quarter,1
0.119,0.0,0.265,10.87,91.0,0.0,0.0,0.0,0.035,0.52,0.745,precip,year,1900,quarter,2
0.159,0.0,0.465,14.62,92.0,0.0,0.0,0.0,0.048,0.466,1.069,precip,year,1900,quarter,3
0.062,0.0,0.225,5.74,92.0,0.0,0.0,0.0,0.01,0.09,0.349,precip,year,1900,quarter,4
0.063,0.0,0.251,5.66,90.0,0.0,0.0,0.0,0.01,0.072,0.33,precip,year,1901,quarter,1
0.084,0.0,0.295,7.65,91.0,0.0,0.0,0.0,0.01,0.2,0.39,precip,year,1901,quarter,2
0.08,0.0,0.242,7.33,92.0,0.0,0.0,0.0,0.01,0.17,0.546,precip,year,1901,quarter,3
0.05,0.0,0.206,4.61,92.0,0.0,0.0,0.0,0.01,0.048,0.279,precip,year,1901,quarter,4
0.051,0.0,0.14,4.6,90.0,0.0,0.0,0.0,0.01,0.132,0.335,precip,year,1902,quarter,1
0.122,0.01,0.341,11.1,91.0,0.0,0.0,0.0,0.06,0.42,0.695,precip,year,1902,quarter,2
0.204,0.01,0.554,18.73,92.0,0.0,0.0,0.0,0.118,0.584,1.123,precip,year,1902,quarter,3
0.072,0.0,0.207,6.6,92.0,0.0,0.0,0.0,0.01,0.186,0.496,precip,year,1902,quarter,4
0.05,0.0,0.143,4.47,90.0,0.0,0.0,0.0,0.01,0.11,0.287,precip,year,1903,quarter,1
0.143,0.01,0.308,12.99,91.0,0.0,0.0,0.0,0.055,0.5,0.75,precip,year,1903,quarter,2
0.171,0.0,0.599,15.77,92.0,0.0,0.0,0.0,0.058,0.309,0.908,precip,year,1903,quarter,3
0.072,0.0,0.22,6.62,92.0,0.0,0.0,0.0,0.01,0.14,0.598,precip,year,1903,quarter,4
0.078,0.0,0.279,7.09,91.0,0.0,0.0,0.0,0.01,0.16,0.36,precip,year,1904,quarter,1
0.242,0.0,0.576,22.02,91.0,0.0,0.0,0.0,0.165,0.84,1.125,precip,year,1904,quarter,2
0.177,0.0,0.429,16.26,92.0,0.0,0.0,0.0,0.122,0.54,0.824,precip,year,1904,quarter,3
0.031,0.0,0.121,2.81,92.0,0.0,0.0,0.0,0.01,0.019,0.149,precip,year,1904,quarter,4
0.07,0.0,0.189,6.3,90.0,0.0,0.0,0.0,0.018,0.211,0.419,precip,year,1905,quarter,1
0.1,0.0,0.297,9.11,91.0,0.0,0.0,0.0,0.04,0.26,0.565,precip,year,1905,quarter,2
0.247,0.0,0.617,22.76,92.0,0.0,0.0,0.0,0.145,0.746,1.896,precip,year,1905,quarter,3
0.051,0.0,0.151,4.67,92.0,0.0,0.0,0.0,0.01,0.088,0.387,precip,year,1905,quarter,4
0.071,0.0,0.17,6.43,90.0,0.0,0.0,0.0,0.03,0.233,0.531,precip,year,1906,quarter,1
0.088,0.0,0.282,8.02,91.0,0.0,0.0,0.0,0.04,0.22,0.495,precip,year,1906,quarter,2
0.15,0.0,0.65,13.79,92.0,0.0,0.0,0.0,0.045,0.366,0.479,precip,year,1906,quarter,3
0.055,0.0,0.188,5.03,92.0,0.0,0.0,0.0,0.01,0.077,0.327,precip,year,1906,quarter,4
0.09,0.0,0.243,8.08,90.0,0.0,0.0,0.0,0.02,0.271,0.539,precip,year,1907,quarter,1
0.135,0.0,0.255,12.24,91.0,0.0,0.0,0.0,0.12,0.5,0.695,precip,year,1907,quarter,2
0.142,0.0,0.442,13.06,92.0,0.0,0.0,0.0,0.085,0.44,0.587,precip,year,1907,quarter,3
0.051,0.0,0.16,4.67,92.0,0.0,0.0,0.0,0.01,0.097,0.334,precip,year,1907,quarter,4
0.043,0.0,0.137,3.9,91.0,0.0,0.0,0.0,0.01,0.08,0.34,precip,year,1908,quarter,1
0.188,0.01,0.418,17.1,91.0,0.0,0.0,0.0,0.195,0.63,0.94,precip,year,1908,quarter,2
0.081,0.0,0.217,7.46,92.0,0.0,0.0,0.0,0.01,0.351,0.477,precip,year,1908,quarter,3
0.125,0.0,0.512,11.47,92.0,0.0,0.0,0.0,0.01,0.245,0.704,precip,year,1908,quarter,4
0.051,0.0,0.142,4.62,90.0,0.0,0.0,0.0,0.01,0.164,0.247,precip,year,1909,quarter,1
0.177,0.01,0.429,16.14,91.0,0.0,0.0,0.0,0.08,0.66,1.16,precip,year,1909,quarter,2
0.149,0.0,0.338,13.68,92.0,0.0,0.0,0.0,0.082,0.491,0.903,precip,year,1909,quarter,3
0.07,0.0,0.21,6.41,92.0,0.0,0.0,0.0,0.01,0.217,0.379,precip,year,1909,quarter,4
0.033,0.0,0.157,3.01,90.0,0.0,0.0,0.0,0.0,0.031,0.151,precip,year,1910,quarter,1
0.207,0.01,0.55,18.83,91.0,0.0,0.0,0.0,0.155,0.43,0.98,precip,year,1910,quarter,2
0.152,0.0,0.384,13.97,92.0,0.0,0.0,0.0,0.058,0.478,0.873,precip,year,1910,quarter,3
0.021,0.0,0.12,1.93,92.0,0.0,0.0,0.0,0.0,0.01,0.06,precip,year,1910,quarter,4
0.095,0.0,0.289,8.53,90.0,0.0,0.0,0.0,0.01,0.246,0.471,precip,year,1911,quarter,1
0.05,0.0,0.152,4.59,91.0,0.0,0.0,0.0,0.01,0.12,0.32,precip,year,1911,quarter,2
0.109,0.0,0.374,10.01,92.0,0.0,0.0,0.0,0.022,0.268,0.557,precip,year,1911,quarter,3
0.099,0.0,0.283,9.07,92.0,0.0,0.0,0.0,0.01,0.345,0.525,precip,year,1911,quarter,4
0.089,0.0,0.273,8.08,91.0,0.0,0.0,0.0,0.03,0.2,0.41,precip,year,1912,quarter,1
0.105,0.0,0.297,9.53,91.0,0.0,0.0,0.0,0.01,0.29,0.575,precip,year,1912,quarter,2
0.099,0.0,0.298,9.11,92.0,0.0,0.0,0.0,0.02,0.208,0.659,precip,year,1912,quarter,3
0.061,0.0,0.25,5.58,92.0,0.0,0.0,0.0,0.0,0.029,0.379,precip,year,1912,quarter,4
0.067,0.0,0.18,6.04,90.0,0.0,0.0,0.0,0.038,0.192,0.407,precip,year,1913,quarter,1
0.104,0.0,0.291,9.44,91.0,0.0,0.0,0.0,0.01,0.35,0.575,precip,year,1913,quarter,2
0.098,0.0,0.292,9.01,92.0,0.0,0.0,0.0,0.01,0.339,0.651,precip,year,1913,quarter,3
0.119,0.0,0.344,10.93,92.0,0.0,0.0,0.0,0.012,0.219,0.75,precip,year,1913,quarter,4
0.065,0.0,0.179,5.82,90.0,0.0,0.0,0.0,0.01,0.223,0.438,precip,year,1914,quarter,1
0.088,0.0,0.262,8.0,91.0,0.0,0.0,0.0,0.02,0.2,0.44,precip,year,1914,quarter,2
0.242,0.0,0.823,22.23,92.0,0.0,0.0,0.0,0.02,0.546,1.35,precip,year,1914,quarter,3
0.082,0.0,0.305,7.57,92.0,0.0,0.0,0.0,0.012,0.147,0.348,precip,year,1914,quarter,4
0.075,0.01,0.181,6.77,90.0,0.0,0.0,0.0,0.048,0.204,0.426,precip,year,1915,quarter,1
0.234,0.01,0.545,21.33,91.0,0.0,0.0,0.0,0.16,0.68,1.26,precip,year,1915,quarter,2
0.186,0.01,0.351,17.13,92.0,0.0,0.0,0.0,0.22,0.733,1.056,precip,year,1915,quarter,3
0.026,0.0,0.088,2.42,92.0,0.0,0.0,0.0,0.002,0.049,0.155,precip,year,1915,quarter,4
0.117,0.0,0.386,10.66,91.0,0.0,0.0,0.0,0.025,0.29,0.5,precip,year,1916,quarter,1
0.166,0.01,0.404,15.13,91.0,0.0,0.0,0.0,0.145,0.46,0.865,precip,year,1916,quarter,2
0.101,0.0,0.28,9.25,92.0,0.0,0.0,0.0,0.01,0.354,0.628,precip,year,1916,quarter,3
0.081,0.0,0.398,7.46,92.0,0.0,0.0,0.0,0.01,0.048,0.217,precip,year,1916,quarter,4
0.041,0.0,0.156,3.66,90.0,0.0,0.0,0.0,0.01,0.064,0.172,precip,year,1917,quarter,1
